kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_duration,koi_depth,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
9674592,K03729.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,6.87366412,,,,4.85,,,,,,,,1.0,q1_q17_dr25_tce,,,,300.41293,46.380669,15.933
10879213,K03730.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.668483494,2.88e-07,-2.88e-07,0.773,2.4129,722770.0,138.76,0.0,0.0,2082.0,4439.53,334.3,1.0,q1_q17_dr25_tce,5780.0,4.438,1.0,298.25992,48.218964,18.792
5650314,K03731.01,,FALSE POSITIVE,FALSE POSITIVE,0.086,0,0,1,0,1.070272827,4.94e-07,-4.94e-07,1.269,4.2844,9886.5,28.73,3.17,-1.93,1224.0,528.52,284.0,1.0,q1_q17_dr25_tce,4628.0,4.651,0.653,299.17062,40.871059,15.926
6962901,K07799.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.977170246,1.53e-06,-1.53e-06,0.646,3.4842,151.1,5.08,1.2,-2.4,3226.0,25506.22,94.5,1.0,q1_q17_dr25_tce,5596.0,3.48,3.938,295.74759,42.40163,12.439
8302302,K03732.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.135930136,3.23e-07,-3.23e-07,1.282,4.5036,27247.4,52.05,15.82,-5.29,1836.0,2683.57,551.7,1.0,q1_q17_dr25_tce,6247.0,4.489,0.954,292.80579,44.23605,15.524
10581918,K03807.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,1.801863222,7.95e-07,-7.95e-07,0.681,7.2492,262582.0,145.36,29.52,-54.79,2721.0,12930.1,463.4,2.0,q1_q17_dr25_tce,7479.0,3.919,2.324,283.0437,47.80463,12.796
3851949,K03808.01,,FALSE POSITIVE,FALSE POSITIVE,0.006,0,1,0,0,54.77145968,6.895e-05,-6.895e-05,0.637,37.1871,7224.8,34.32,10.38,-19.26,777.0,86.12,751.1,1.0,q1_q17_dr25_tce,5145.0,3.466,3.866,291.90335,38.925861,13.939
9097892,K03809.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.674690886,8.9e-07,-8.9e-07,1.212,2.0179,527.4,29.78,9.06,-4.17,1813.0,2558.96,118.6,1.0,q1_q17_dr25_tce,6397.0,4.331,1.157,294.95724,45.405151,13.593
5769943,K03810.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,1.013774136,4.35e-06,-4.35e-06,1.161,1.2774,33878.0,18.59,1.34,-1.48,827.0,110.51,166.8,1.0,q1_q17_dr25_tce,3644.0,4.871,0.389,283.7504,41.08601,16.758
4638237,K03811.01,,CANDIDATE,CANDIDATE,0.996,0,0,0,0,290.1401717,0.0002616,-0.0002616,0.935,2.1583,4836.0,11.58,1.84,-2.25,304.0,2.02,69.1,1.0,q1_q17_dr25_tce,5631.0,4.212,1.263,286.15311,39.714901,13.906
9351316,K02078.02,Kepler-1086 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,161.515617,0.001258,-0.001258,0.001,6.548,2215.3,2.88,0.12,-0.13,211.0,0.47,25.2,2.0,q1_q17_dr25_tce,4243.0,4.637,0.641,295.25116,45.842972,15.561
4579313,K03884.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.112405306,3.989e-06,-3.989e-06,1.207,2.5845,489.0,19.01,3.98,-1.41,1225.0,533.2,42.2,1.0,q1_q17_dr25_tce,5562.0,4.601,0.756,296.05884,39.613579,14.811
11614528,K03885.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.870990236,3.576e-06,-3.576e-06,1.193,1.8432,642.6,26.1,8.34,-2.98,1668.0,1824.38,37.4,1.0,q1_q17_dr25_tce,6384.0,4.419,1.086,293.84235,49.66206,15.546
8848288,K03886.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.56648691,1.752e-05,-1.752e-05,0.935,10.931,694.9,43.67,7.25,-10.88,2618.0,11089.75,103.6,1.0,q1_q17_dr25_tce,4694.0,2.564,12.701,301.0473,45.087631,9.837
6590307,K07787.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.33253834,2.825e-05,-2.825e-05,0.164,3.737,62.4,0.64,0.15,-0.06,1453.0,1051.03,9.7,1.0,q1_q17_dr25_tce,5520.0,4.572,0.818,286.43134,42.098339,15.627
5308419,K03887.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.241483276,2.809e-06,-2.809e-06,1.227,2.195,141.0,27.25,8.59,-3.68,1847.0,2761.35,32.0,1.0,q1_q17_dr25_tce,6140.0,4.394,1.053,299.51083,40.474548,13.482
6312521,K03656.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.01551943,1.267e-06,-1.267e-06,0.851,3.1713,159584.0,155.81,56.44,-104.8,1837.0,2692.16,367.3,1.0,q1_q17_dr25_tce,5299.0,3.672,2.761,298.88235,41.66333,17.357
4579321,K03657.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.112395777,1.051e-06,-1.051e-06,1.285,2.7714,262602.0,115.26,0.0,0.0,1419.0,957.45,243.2,1.0,q1_q17_dr25_tce,5780.0,4.438,1.0,296.06036,39.615211,17.388
5202905,K01932.02,Kepler-340 b,CONFIRMED,CANDIDATE,0.636,0,0,0,0,14.8444836,0.0002121,-0.0002121,0.149,6.091,177.9,2.49,0.44,-0.54,1092.0,336.06,10.5,2.0,q1_q17_dr25_tce,6642.0,4.057,1.846,295.93347,40.300571,12.345
1575690,K03658.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.252417903,1.261e-06,-1.261e-06,1.198,1.9767,32296.0,27.09,1.3,-1.94,782.0,88.43,129.5,1.0,q1_q17_dr25_tce,3979.0,4.699,0.544,291.8819,37.18911,15.625
4386047,K03659.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.900613144,1.145e-06,-1.145e-06,0.334,3.7357,165475.0,38.63,11.5,-4.94,1289.0,650.9,617.7,1.0,q1_q17_dr25_tce,5977.0,4.472,0.931,296.43033,39.443489,16.943
5103998,K03660.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,174.7697122,0.0001151,-0.0001151,1.036,2.3569,68139.0,38.79,9.36,-3.13,294.0,1.77,100.4,1.0,q1_q17_dr25_tce,5704.0,4.575,0.804,293.15765,40.262711,15.549
9655858,K03733.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,31.43284649,4.571e-05,-4.571e-05,0.815,5.3541,178874.0,57.21,0.0,0.0,577.0,26.19,154.0,1.0,q1_q17_dr25_tce,5780.0,4.438,1.0,294.48807,46.334099,17.481
12154526,K02004.03,,CANDIDATE,CANDIDATE,0.873,0,0,0,0,1.72110057,1.601e-05,-1.601e-05,0.767,1.922,29.7,0.7,0.11,-0.09,1607.0,1575.2,9.3,3.0,q1_q17_dr25_tce,5700.0,4.327,1.176,288.64627,50.788979,13.351
10275880,K03734.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,9.72675447,1.392e-05,-1.392e-05,4.676,19.6214,6641.6,995.22,188.6,-350.1,1363.0,815.99,366.4,1.0,q1_q17_dr25_tce,6327.0,3.84,2.433,292.58875,47.393799,13.211
2166200,K03735.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,8.096939227,6.569e-06,-6.569e-06,0.786,2.8833,142891.0,68.48,19.41,-15.89,1194.0,481.48,177.9,1.0,q1_q17_dr25_tce,6572.0,4.208,1.418,292.7337,37.559311,17.637
3547315,K03736.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.64234865,2.19e-07,-2.19e-07,0.966,2.1184,39597.0,25.76,5.12,-2.77,1829.0,2653.37,231.7,1.0,q1_q17_dr25_tce,5441.0,4.553,0.791,292.13733,38.602348,16.639
6933781,K03737.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,130.4194187,0.0001751,-0.0001751,1.258,4.165,2290.9,57.51,12.57,-18.84,473.0,11.79,90.4,1.0,q1_q17_dr25_tce,5770.0,3.946,1.685,286.69733,42.45116,11.241
6148271,K03812.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.78526527,4.198e-05,-4.198e-05,1.262,6.2233,1733.1,41.19,14.36,-5.74,1815.0,2563.99,123.1,1.0,q1_q17_dr25_tce,6505.0,4.342,1.228,298.22964,41.459839,14.026
5386904,K03813.01,,FALSE POSITIVE,FALSE POSITIVE,1.0,0,0,1,0,4.8591441,0.0001155,-0.0001155,0.932,3.8588,2183.6,6.9,2.23,-0.96,1303.0,681.41,81.6,1.0,q1_q17_dr25_tce,6586.0,4.361,1.207,297.94922,40.530708,14.113
2997178,K03814.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,5.95077813,1.26e-05,-1.26e-05,0.881,5.6,761.8,32.26,11.13,-22.26,2366.0,7394.55,71.9,1.0,q1_q17_dr25_tce,5122.0,2.886,9.828,293.0748,38.16972,12.861
8956206,K02048.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,99.673478,0.0003463,-0.0003463,11.6846,0.968,2496.0,576.14,30.44,-31.62,262.0,1.11,12.6,2.0,q1_q17_dr24_tce,4932.0,4.777,0.492,293.05801,45.248821,15.801
6507433,K03815.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,4.7425521,2.574e-05,-2.574e-05,0.851,1.11,3583.0,7.27,2.47,-0.82,1159.0,426.49,10.9,1.0,q1_q17_dr25_tce,6161.0,4.454,1.053,286.50876,41.922741,15.432
8260198,K03888.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.955297055,8.13e-07,-8.13e-07,1.193,1.7405,846.1,18.16,2.08,-2.08,1550.0,1367.42,67.3,1.0,q1_q17_dr25_tce,5319.0,4.548,0.734,299.78207,44.19981,15.45
10733174,K03889.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,280.476576,0.007479,-0.007479,0.974,32.24,651.2,3.16,0.92,-0.31,268.0,1.22,38.7,1.0,q1_q17_dr25_tce,5869.0,4.528,0.892,292.61954,48.081478,13.608
8564976,K03890.01,,FALSE POSITIVE,FALSE POSITIVE,1.0,0,1,0,0,152.8255989,0.0007133,-0.0007133,0.409,22.688,2173.5,34.85,1.92,-7.72,734.0,68.47,98.9,1.0,q1_q17_dr25_tce,4991.0,2.933,7.506,293.77213,44.63847,13.226
8765560,K03891.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,47.1096306,0.000194,-0.000194,1.23,5.741,752.2,78.98,30.94,-57.45,751.0,75.4,35.1,1.0,q1_q17_dr25_tce,5258.0,3.597,2.78,296.15601,44.92009,13.731
11760860,K03892.01,Kepler-1525 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.41660149,5.23e-06,-5.23e-06,0.035,1.9699,83.6,0.92,0.15,-0.06,1343.0,770.05,33.7,1.0,q1_q17_dr25_tce,5705.0,4.444,1.026,290.55951,49.943008,12.737
7910148,K03661.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,4.252082243,1.158e-06,-1.158e-06,1.268,2.7543,8290.5,33.14,5.97,-4.34,1064.0,303.48,254.8,1.0,q1_q17_dr25_tce,5802.0,4.492,0.794,297.64441,43.632172,15.286
12459731,K03662.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,14.180228311,7.688e-06,-7.688e-06,0.795,4.5344,172737.0,62.41,19.29,-10.39,873.0,137.11,472.3,1.0,q1_q17_dr25_tce,6289.0,4.33,1.142,291.05017,51.321751,17.427
12735740,K03663.01,Kepler-86 b,CONFIRMED,CANDIDATE,0.963,0,0,0,0,282.5253558,0.0001219,-0.0001219,0.248,10.7965,9746.4,8.98,1.31,-0.47,264.0,1.15,696.0,1.0,q1_q17_dr25_tce,5725.0,4.506,0.913,289.76361,51.962601,12.62
4678875,K03664.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.87887673,9.9e-08,-9.9e-08,0.441,6.60887,824392.0,148.25,43.94,-23.64,1846.0,2750.37,3176.9,1.0,q1_q17_dr25_tce,6569.0,4.281,1.235,297.42035,39.775108,13.244
7812175,K03665.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,17.79391159,1.406e-05,-1.406e-05,0.692,4.3194,93395.0,33.3,0.0,0.0,697.0,55.88,247.0,1.0,q1_q17_dr25_tce,5780.0,4.438,1.0,288.02426,43.545841,16.328
7708193,K03666.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,7.942583252,3.963e-06,-3.963e-06,1.522,7.0612,88327.0,219.02,92.52,-138.7,1285.0,644.35,855.4,1.0,q1_q17_dr25_tce,5516.0,3.765,2.178,298.99731,43.398861,15.994
5478083,K03738.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,15.85231085,1.61e-05,-1.61e-05,6.286,4.8707,437862.0,679.44,0.0,0.0,725.0,65.17,252.4,1.0,q1_q17_dr25_tce,5780.0,4.438,1.0,299.01227,40.660034,17.518
10857342,K03739.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.415925551,1.426e-06,-1.426e-06,0.511,9.7769,560970.0,300.82,80.48,-161.1,3329.0,29070.1,1598.3,1.0,q1_q17_dr25_tce,8796.0,3.711,3.278,290.01151,48.244202,14.467
5215700,K03740.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.656201038,4.4e-08,-4.4e-08,1.439,4.17901,174860.0,112.77,35.89,-11.97,2157.0,5094.25,2065.8,1.0,q1_q17_dr25_tce,6025.0,4.472,0.999,298.5304,40.39846,15.168
8780959,K03741.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.617280959,2.778e-06,-2.778e-06,3.651,9.661,3089.9,395.94,112.5,-92.14,1689.0,1918.98,262.4,1.0,q1_q17_dr25_tce,6432.0,4.207,1.345,300.33237,44.986141,13.306
8780959,K03741.02,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,18.577903,0.003233,-0.003233,0.105,20.11,99.8,1.36,0.38,-0.32,879.0,140.97,6.6,4.0,q1_q17_dr25_tce,6432.0,4.207,1.345,300.33237,44.986141,13.306
5565486,K03742.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.412524016,1.83e-07,-1.83e-07,0.846,5.74859,175776.0,68.92,20.19,-8.63,1978.0,3627.17,1475.4,1.0,q1_q17_dr25_tce,6690.0,4.375,1.174,299.37808,40.757359,14.964
8453214,K01776.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,5.77676732,1.583e-05,-1.583e-05,1.273,6.822,5794.8,26.2,1.87,-2.56,670.0,47.55,74.1,1.0,q1_q17_dr25_tce,4401.0,4.621,0.645,298.80362,44.4174,15.466
8552719,K01792.01,Kepler-953 b,CONFIRMED,CANDIDATE,0.927,0,0,0,0,88.40678718,8.035e-05,-8.035e-05,0.535,12.3079,1724.4,4.55,0.73,-0.45,410.0,6.65,328.0,1.0,q1_q17_dr25_tce,5611.0,4.388,1.073,288.97165,44.624531,12.16
8556077,K02027.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,3.635723653,6.984e-06,-6.984e-06,0.677,2.1862,80.0,1.23,0.21,-0.17,1478.0,1126.72,43.1,1.0,q1_q17_dr25_tce,6422.0,4.249,1.295,290.33813,44.60387,11.826
7757698,K07848.01,,FALSE POSITIVE,FALSE POSITIVE,0.207,1,0,0,0,369.181947,0.006711,-0.006711,0.021,3.239,913.0,2.6,0.77,-0.24,245.0,0.85,9.9,1.0,q1_q17_dr25_tce,5959.0,4.546,0.859,293.43799,43.476501,14.433
8625821,K01859.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,45.3968385,0.0001629,-0.0001629,1.235,4.477,1355.2,21.23,3.71,-1.32,437.0,8.62,38.9,1.0,q1_q17_dr25_tce,5649.0,4.633,0.705,292.17706,44.786598,15.024
8652999,K01953.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,15.160166,0.0001122,-0.0001122,0.228,5.856,307.9,2.09,0.63,-0.42,821.0,107.59,26.1,1.0,q1_q17_dr25_tce,5940.0,4.3,1.191,300.39197,44.780041,13.59
12164770,K02088.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.63009438,1.249e-05,-1.249e-05,1.195,11.226,388.9,25.55,8.26,-2.77,1480.0,1135.97,69.4,1.0,q1_q17_dr25_tce,6338.0,4.418,1.091,294.39557,50.719589,14.651
9541322,K02089.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,9.40527028,2.8e-05,-2.8e-05,1.212,2.076,470.9,25.39,8.13,-2.7,938.0,182.72,20.7,1.0,q1_q17_dr25_tce,6347.0,4.464,0.996,297.33582,46.15099,14.685
10470616,K02112.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,4.15713766,3.544e-05,-3.544e-05,0.121,1.808,77.0,1.17,0.41,-0.17,1401.0,908.82,9.2,1.0,q1_q17_dr25_tce,6470.0,4.301,1.324,291.96689,47.698456,12.28
10362031,K02118.01,,FALSE POSITIVE,FALSE POSITIVE,0.015,0,0,1,0,3.2136904,1.473e-05,-1.473e-05,0.57,2.205,55.8,1.22,0.36,-0.32,1591.0,1515.7,19.2,1.0,q1_q17_dr25_tce,6184.0,4.151,1.579,299.26431,47.491791,12.618
6373680,K02127.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,2.87066026,1.503e-05,-1.503e-05,0.286,1.541,450.8,1.72,0.44,-0.15,1196.0,484.17,13.2,1.0,q1_q17_dr25_tce,5910.0,4.578,0.796,294.74448,41.749962,15.413
10963242,K01312.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,31.24611088,,,,4.76,,,,,,,,,,,,,284.91049,48.431641,14.706
9150827,K01408.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,82.37208458,,,,6.35,,,,,,,,,,,,,290.29456,45.56461,14.688
9957351,K03964.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.991105114,7.06e-07,-7.06e-07,0.623,2.2137,286389.0,36.87,2.93,-2.62,1257.0,589.31,273.8,1.0,q1_q17_dr25_tce,4769.0,4.673,0.578,294.3541,46.840851,16.948
5385575,K03965.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,12.425580393,,,1.222,57.2012,1131.0,21.34,0.89,-1.52,563.0,23.83,58.8,1.0,q1_q17_dr25_tce,4594.0,4.58,0.743,297.61902,40.568062,14.652
3732035,K03966.01,Kepler-1535 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,138.944022,0.001311,-0.001311,0.195,10.611,530.2,2.57,0.41,-0.28,384.0,5.13,28.0,1.0,q1_q17_dr25_tce,6014.0,4.362,1.115,286.61371,38.891972,14.208
5385697,K03967.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,12.4260454,0.0001767,-0.0001767,0.967,27.7691,582.1,2.64,0.67,-0.22,706.0,58.88,55.7,1.0,q1_q17_dr25_tce,5645.0,4.569,0.817,297.64737,40.536461,15.604
5385697,K03967.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,12.4260002,0.0002107,-0.0002107,0.971,30.1966,468.6,2.39,0.61,-0.2,706.0,58.88,47.8,2.0,q1_q17_dr25_tce,5645.0,4.569,0.817,297.64737,40.536461,15.604
8823833,K03968.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,1.50650136,4.679e-06,-4.679e-06,0.556,3.1126,66.9,0.8,0.17,-0.14,1562.0,1403.44,41.9,1.0,q1_q17_dr25_tce,5607.0,4.381,0.948,293.7749,45.087639,12.903
5008501,K01666.01,,CANDIDATE,CANDIDATE,0.045,0,0,0,0,0.968026356,1.011e-06,-1.011e-06,0.055,0.7143,212.7,1.78,0.51,-0.18,2167.0,5205.91,32.6,1.0,q1_q17_dr25_tce,6469.0,4.385,1.193,291.01971,40.177589,14.479
5015913,K01667.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.179969562,2.57e-07,-2.57e-07,1.244,1.9745,1109.3,120.02,28.78,-43.16,2960.0,18136.88,277.9,1.0,q1_q17_dr25_tce,5500.0,3.491,3.899,293.20209,40.170921,12.989
5103942,K01668.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,10.10176739,2.387e-05,-2.387e-05,1.251,2.1267,601.7,26.09,7.88,-2.47,829.0,111.86,28.8,1.0,q1_q17_dr25_tce,6058.0,4.54,0.867,293.1416,40.262299,14.694
5184709,K01670.01,,CANDIDATE,CANDIDATE,0.384,0,0,0,0,10.57910009,3.362e-05,-3.362e-05,0.404,1.4553,329.3,2.03,0.61,-0.26,929.0,175.79,17.9,1.0,q1_q17_dr25_tce,6323.0,4.418,1.093,291.12006,40.333988,14.572
5195172,K01671.01,Kepler-1763 b,CONFIRMED,CANDIDATE,0.979,0,0,0,0,1.480283464,6.172e-06,-6.172e-06,0.058,2.486,60.5,0.97,0.16,-0.17,1822.0,2597.27,21.3,1.0,q1_q17_dr25_tce,5897.0,4.25,1.259,294.11307,40.362968,13.522
8678664,K01782.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,15.420409367,4.368e-06,-4.368e-06,0.955,2.3707,14759.2,16.62,3.74,-1.6,661.0,45.03,268.5,1.0,q1_q17_dr25_tce,5468.0,4.505,0.88,287.2106,44.849129,15.596
8832512,K01821.01,Kepler-963 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.97682072,3.432e-05,-3.432e-05,0.022,3.4873,966.8,2.85,0.73,-0.46,802.0,97.85,31.3,1.0,q1_q17_dr25_tce,5500.0,4.416,0.928,296.75296,45.0411,14.943
8892721,K01844.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,61.4913415,0.0002858,-0.0002858,0.92,9.627,3692.4,4.57,0.39,-0.36,323.0,2.58,70.5,1.0,q1_q17_dr25_tce,4796.0,4.656,0.598,294.35666,45.192959,15.943
7778664,K07849.01,,CANDIDATE,CANDIDATE,0.921,0,0,0,0,5.0263815,0.0001505,-0.0001505,0.185,4.384,77.2,0.84,0.23,-0.12,1065.0,305.12,8.5,1.0,q1_q17_dr25_tce,5783.0,4.418,0.962,299.14664,43.459831,14.877
9042357,K01993.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,16.00351679,6.69e-05,-6.69e-05,1.209,4.001,668.3,18.01,2.09,-1.71,586.0,27.83,29.9,1.0,q1_q17_dr25_tce,5283.0,4.594,0.695,297.91864,45.347061,14.733
9115681,K01865.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.86390886,1.331e-05,-1.331e-05,1.2,4.414,176.1,77.99,9.83,-29.48,2902.0,16718.87,18.3,1.0,q1_q17_dr25_tce,6689.0,3.594,3.381,299.87238,45.499592,13.027
10481045,K02320.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.03743942,1.732e-05,-1.732e-05,0.102,3.103,112.5,0.82,0.2,-0.07,1299.0,673.94,16.0,1.0,q1_q17_dr25_tce,5751.0,4.577,0.774,295.841,47.681889,15.047
8107034,K02322.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,332.74984,0.04413,-0.04413,0.1296,14.77,518.1,2.55,1.3,-0.29,302.0,1.97,8.7,,,6372.0,4.375,1.112,295.03903,43.95454,15.487
3962751,K02326.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,45.60304785,,,,8.35,,,,,,,,,,,,,293.69742,39.036388,15.206
8582291,K02330.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,2.4681015,1.408e-05,-1.408e-05,0.689,2.83,172.8,1.22,0.27,-0.15,1244.0,564.74,22.1,1.0,q1_q17_dr25_tce,5516.0,4.466,0.872,298.84979,44.615009,14.874
5110683,K02334.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,12.53449909,,,,6.02,,,,,,,,,,,,,294.90765,40.278831,15.725
7967861,K02349.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,215.15218,0.03082,-0.03082,0.2999,19.97,264.2,1.36,0.52,-0.11,287.0,1.61,6.7,,,5914.0,4.563,0.828,294.53214,43.75441,15.075
8179325,K02359.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,3.17275711,2.365e-05,-2.365e-05,0.03,5.404,313.2,1.27,0.17,-0.1,966.0,206.07,30.1,1.0,q1_q17_dr25_tce,5058.0,4.61,0.739,296.28696,44.022671,15.936
5211199,K02158.02,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,6.68231249,5.906e-05,-5.906e-05,0.892,3.251,48.7,2.09,0.39,-0.72,1350.0,784.74,12.3,2.0,q1_q17_dr25_tce,5343.0,3.764,2.506,297.65143,40.352551,13.052
5475494,K03969.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.73619448,1.282e-06,-1.282e-06,0.689,1.1148,247.3,1.84,0.5,-0.22,2268.0,6218.56,27.2,1.0,q1_q17_dr25_tce,6355.0,4.418,1.09,298.52603,40.612091,15.145
9412445,K03970.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,10.18670759,9.76e-05,-9.76e-05,0.677,7.498,261.2,0.95,0.03,-0.05,477.0,12.29,35.5,1.0,q1_q17_dr25_tce,3995.0,4.694,0.555,295.11502,45.96648,14.651
7866914,K03971.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,365.994154,0.005071,-0.005071,0.8353,13.071,698.5,2.87,1.12,-0.28,263.0,1.14,23.8,1.0,q1_q16_tce,6074.0,4.466,0.965,279.85272,43.664459,14.05
6057684,K03972.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.54028956,1.029e-06,-1.029e-06,1.181,3.619,293.5,21.45,7.19,-1.92,2279.0,6356.72,58.4,1.0,q1_q17_dr25_tce,5997.0,4.483,0.993,296.0878,41.316841,14.568
5271608,K01673.01,,FALSE POSITIVE,FALSE POSITIVE,0.009,0,0,1,0,2.49047468,1.163e-05,-1.163e-05,0.522,2.2003,222.2,1.53,0.48,-0.2,1413.0,940.43,20.7,1.0,q1_q17_dr25_tce,6067.0,4.433,0.997,290.73367,40.43116,15.429
5357470,K01674.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.17257963,7.969e-06,-7.969e-06,1.107,1.5794,335.5,13.55,3.58,-2.91,1518.0,1254.52,27.1,1.0,q1_q17_dr25_tce,6038.0,4.34,0.971,290.2442,40.559269,14.845
5443775,K01676.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,3.307669761,3.902e-06,-3.902e-06,0.602,1.672,243.1,3.87,0.46,-1.05,1840.0,2710.89,66.7,1.0,q1_q17_dr25_tce,5959.0,3.829,2.382,290.33612,40.653061,12.936
